REPKEY,RANKDATE,RANKDATEVALUE,RANKDAYVALUE,ORIGINALREP,ENROLLMENTS,NETENROLLMENTS,TOTALDEBT,NETDEBT,EARLYCANCELLATION,CANCELLEDDEBT,ENROLLDATE
20250804_JAY HARRIS,AUG-2025,202508,20250804,Jay Harris,1,1,56591,56591,0,0,"Monday, August 04, 2025"
20250804_JENNA MARKS,AUG-2025,202508,20250804,Jenna Marks,0,0,0,0,0,0,"Monday, August 04, 2025"
20250804_NADDIA BAZAR,AUG-2025,202508,20250804,Naddia Bazar,4,4,134545,134545,0,0,"Monday, August 04, 2025"
20250804_TARA SINGH,AUG-2025,202508,20250804,Tara Singh,3,3,126239,126239,0,0,"Monday, August 04, 2025"
20250804_LISA WONG,AUG-2025,202508,20250804,Lisa Wong,2,2,105965,105965,0,0,"Monday, August 04, 2025"
20250804_MARCUS LEE,AUG-2025,202508,20250804,Marcus Lee,4,4,145023,145023,0,0,"Monday, August 04, 2025"
20250804_SOFIA CRUZ,AUG-2025,202508,20250804,Sofia Cruz,4,4,155966,155966,0,0,"Monday, August 04, 2025"
20250804_ALEXANDER DAGEN,AUG-2025,202508,20250804,Alexander Dagen,5,5,156114,156114,0,0,"Monday, August 04, 2025"
20250804_VICTOR CHEN,AUG-2025,202508,20250804,Victor Chen,2,2,51518,51518,0,0,"Monday, August 04, 2025"
20250805_EVAN BAKER,AUG-2025,202508,20250805,Evan Baker,3,2,116104,84946,1,31158,"Tuesday, August 05, 2025"
20250805_JAY HARRIS,AUG-2025,202508,20250805,Jay Harris,1,1,39015,39015,0,0,"Tuesday, August 05, 2025"
20250805_JENNA MARKS,AUG-2025,202508,20250805,Jenna Marks,2,2,62476,62476,0,0,"Tuesday, August 05, 2025"
20250805_NADDIA BAZAR,AUG-2025,202508,20250805,Naddia Bazar,2,2,66095,66095,0,0,"Tuesday, August 05, 2025"
20250805_TARA SINGH,AUG-2025,202508,20250805,Tara Singh,2,2,100257,100257,0,0,"Tuesday, August 05, 2025"
20250805_LISA WONG,AUG-2025,202508,20250805,Lisa Wong,1,1,28555,28555,0,0,"Tuesday, August 05, 2025"
20250805_MARCUS LEE,AUG-2025,202508,20250805,Marcus Lee,1,1,25224,25224,0,0,"Tuesday, August 05, 2025"
20250805_SOFIA CRUZ,AUG-2025,202508,20250805,Sofia Cruz,3,3,162739,162739,0,0,"Tuesday, August 05, 2025"
20250805_ALEXANDER DAGEN,AUG-2025,202508,20250805,Alexander Dagen,3,3,130702,130702,0,0,"Tuesday, August 05, 2025"
20250805_VICTOR CHEN,AUG-2025,202508,20250805,Victor Chen,2,2,60912,60912,0,0,"Tuesday, August 05, 2025"
20250806_EVAN BAKER,AUG-2025,202508,20250806,Evan Baker,2,2,81533,81533,0,0,"Wednesday, August 06, 2025"
20250806_JAY HARRIS,AUG-2025,202508,20250806,Jay Harris,3,3,74900,74900,0,0,"Wednesday, August 06, 2025"
20250806_JENNA MARKS,AUG-2025,202508,20250806,Jenna Marks,3,3,117124,117124,0,0,"Wednesday, August 06, 2025"
20250806_NADDIA BAZAR,AUG-2025,202508,20250806,Naddia Bazar,4,4,81348,81348,0,0,"Wednesday, August 06, 2025"
20250806_TARA SINGH,AUG-2025,202508,20250806,Tara Singh,3,2,119161,97175,1,21986,"Wednesday, August 06, 2025"
20250806_LISA WONG,AUG-2025,202508,20250806,Lisa Wong,2,2,85376,85376,0,0,"Wednesday, August 06, 2025"
20250806_MARCUS LEE,AUG-2025,202508,20250806,Marcus Lee,3,3,103535,103535,0,0,"Wednesday, August 06, 2025"
20250806_SOFIA CRUZ,AUG-2025,202508,20250806,Sofia Cruz,6,6,200465,200465,0,0,"Wednesday, August 06, 2025"
20250806_ALEXANDER DAGEN,AUG-2025,202508,20250806,Alexander Dagen,2,2,106801,106801,0,0,"Wednesday, August 06, 2025"
20250806_VICTOR CHEN,AUG-2025,202508,20250806,Victor Chen,3,2,170710,108773,1,61937,"Wednesday, August 06, 2025"
20250807_EVAN BAKER,AUG-2025,202508,20250807,Evan Baker,2,2,118651,118651,0,0,"Thursday, August 07, 2025"
20250807_JAY HARRIS,AUG-2025,202508,20250807,Jay Harris,1,1,56046,56046,0,0,"Thursday, August 07, 2025"
20250807_JENNA MARKS,AUG-2025,202508,20250807,Jenna Marks,3,3,98568,98568,0,0,"Thursday, August 07, 2025"
20250807_NADDIA BAZAR,AUG-2025,202508,20250807,Naddia Bazar,5,5,227183,227183,0,0,"Thursday, August 07, 2025"
20250807_TARA SINGH,AUG-2025,202508,20250807,Tara Singh,4,4,148776,148776,0,0,"Thursday, August 07, 2025"
20250807_LISA WONG,AUG-2025,202508,20250807,Lisa Wong,7,6,277763,245922,1,31841,"Thursday, August 07, 2025"
20250807_MARCUS LEE,AUG-2025,202508,20250807,Marcus Lee,0,0,0,0,0,0,"Thursday, August 07, 2025"
20250807_SOFIA CRUZ,AUG-2025,202508,20250807,Sofia Cruz,4,4,157100,157100,0,0,"Thursday, August 07, 2025"
20250807_ALEXANDER DAGEN,AUG-2025,202508,20250807,Alexander Dagen,2,2,87898,87898,0,0,"Thursday, August 07, 2025"
20250807_VICTOR CHEN,AUG-2025,202508,20250807,Victor Chen,3,3,131918,131918,0,0,"Thursday, August 07, 2025"
20250808_EVAN BAKER,AUG-2025,202508,20250808,Evan Baker,4,4,164145,164145,0,0,"Friday, August 08, 2025"
20250808_JAY HARRIS,AUG-2025,202508,20250808,Jay Harris,3,2,119802,58989,1,60813,"Friday, August 08, 2025"
20250808_JENNA MARKS,AUG-2025,202508,20250808,Jenna Marks,0,0,0,0,0,0,"Friday, August 08, 2025"
20250808_NADDIA BAZAR,AUG-2025,202508,20250808,Naddia Bazar,4,4,132052,132052,0,0,"Friday, August 08, 2025"
20250808_TARA SINGH,AUG-2025,202508,20250808,Tara Singh,2,1,75202,41263,1,33939,"Friday, August 08, 2025"
20250808_LISA WONG,AUG-2025,202508,20250808,Lisa Wong,1,1,51167,51167,0,0,"Friday, August 08, 2025"
20250808_MARCUS LEE,AUG-2025,202508,20250808,Marcus Lee,4,3,138424,103256,1,35168,"Friday, August 08, 2025"
20250808_SOFIA CRUZ,AUG-2025,202508,20250808,Sofia Cruz,2,2,118101,118101,0,0,"Friday, August 08, 2025"
20250808_ALEXANDER DAGEN,AUG-2025,202508,20250808,Alexander Dagen,1,1,36181,36181,0,0,"Friday, August 08, 2025"
20250808_VICTOR CHEN,AUG-2025,202508,20250808,Victor Chen,6,6,246546,246546,0,0,"Friday, August 08, 2025"
20250811_EVAN BAKER,AUG-2025,202508,20250811,Evan Baker,4,4,178052,178052,0,0,"Monday, August 11, 2025"
20250811_JAY HARRIS,AUG-2025,202508,20250811,Jay Harris,1,1,63248,63248,0,0,"Monday, August 11, 2025"
20250811_JENNA MARKS,AUG-2025,202508,20250811,Jenna Marks,4,3,95413,74060,1,21353,"Monday, August 11, 2025"
20250811_NADDIA BAZAR,AUG-2025,202508,20250811,Naddia Bazar,2,2,61669,61669,0,0,"Monday, August 11, 2025"
20250811_TARA SINGH,AUG-2025,202508,20250811,Tara Singh,6,6,241624,241624,0,0,"Monday, August 11, 2025"
20250811_LISA WONG,AUG-2025,202508,20250811,Lisa Wong,3,2,110604,84584,1,26020,"Monday, August 11, 2025"
20250811_MARCUS LEE,AUG-2025,202508,20250811,Marcus Lee,6,4,204739,120087,2,84652,"Monday, August 11, 2025"
20250811_SOFIA CRUZ,AUG-2025,202508,20250811,Sofia Cruz,5,5,126393,126393,0,0,"Monday, August 11, 2025"
20250811_ALEXANDER DAGEN,AUG-2025,202508,20250811,Alexander Dagen,2,1,72757,45178,1,27579,"Monday, August 11, 2025"
20250811_VICTOR CHEN,AUG-2025,202508,20250811,Victor Chen,3,2,151054,87034,1,64020,"Monday, August 11, 2025"
20250812_EVAN BAKER,AUG-2025,202508,20250812,Evan Baker,4,4,85835,85835,0,0,"Tuesday, August 12, 2025"
20250812_JAY HARRIS,AUG-2025,202508,20250812,Jay Harris,4,3,91141,59228,1,31913,"Tuesday, August 12, 2025"
20250812_JENNA MARKS,AUG-2025,202508,20250812,Jenna Marks,0,0,0,0,0,0,"Tuesday, August 12, 2025"
20250812_NADDIA BAZAR,AUG-2025,202508,20250812,Naddia Bazar,4,4,174980,174980,0,0,"Tuesday, August 12, 2025"
20250812_TARA SINGH,AUG-2025,202508,20250812,Tara Singh,3,3,109201,109201,0,0,"Tuesday, August 12, 2025"
20250812_LISA WONG,AUG-2025,202508,20250812,Lisa Wong,3,3,91828,91828,0,0,"Tuesday, August 12, 2025"
20250812_MARCUS LEE,AUG-2025,202508,20250812,Marcus Lee,4,4,170887,170887,0,0,"Tuesday, August 12, 2025"
20250812_SOFIA CRUZ,AUG-2025,202508,20250812,Sofia Cruz,4,4,134251,134251,0,0,"Tuesday, August 12, 2025"
20250812_ALEXANDER DAGEN,AUG-2025,202508,20250812,Alexander Dagen,4,4,149762,149762,0,0,"Tuesday, August 12, 2025"
20250812_VICTOR CHEN,AUG-2025,202508,20250812,Victor Chen,2,2,120853,120853,0,0,"Tuesday, August 12, 2025"
20250813_EVAN BAKER,AUG-2025,202508,20250813,Evan Baker,3,3,100074,100074,0,0,"Wednesday, August 13, 2025"
20250813_JAY HARRIS,AUG-2025,202508,20250813,Jay Harris,3,3,90839,90839,0,0,"Wednesday, August 13, 2025"
20250813_JENNA MARKS,AUG-2025,202508,20250813,Jenna Marks,2,2,69140,69140,0,0,"Wednesday, August 13, 2025"
20250813_NADDIA BAZAR,AUG-2025,202508,20250813,Naddia Bazar,4,4,166419,166419,0,0,"Wednesday, August 13, 2025"
20250813_TARA SINGH,AUG-2025,202508,20250813,Tara Singh,2,2,65500,65500,0,0,"Wednesday, August 13, 2025"
20250813_LISA WONG,AUG-2025,202508,20250813,Lisa Wong,1,1,11254,11254,0,0,"Wednesday, August 13, 2025"
20250813_MARCUS LEE,AUG-2025,202508,20250813,Marcus Lee,0,0,0,0,0,0,"Wednesday, August 13, 2025"
20250813_SOFIA CRUZ,AUG-2025,202508,20250813,Sofia Cruz,5,4,152875,126195,1,26680,"Wednesday, August 13, 2025"
20250813_ALEXANDER DAGEN,AUG-2025,202508,20250813,Alexander Dagen,2,0,84654,0,2,84654,"Wednesday, August 13, 2025"
20250813_VICTOR CHEN,AUG-2025,202508,20250813,Victor Chen,5,3,228936,146571,2,82365,"Wednesday, August 13, 2025"
20250814_EVAN BAKER,AUG-2025,202508,20250814,Evan Baker,4,3,137150,114469,1,22681,"Thursday, August 14, 2025"
20250814_JAY HARRIS,AUG-2025,202508,20250814,Jay Harris,1,1,14890,14890,0,0,"Thursday, August 14, 2025"
20250814_JENNA MARKS,AUG-2025,202508,20250814,Jenna Marks,3,3,104593,104593,0,0,"Thursday, August 14, 2025"
20250814_NADDIA BAZAR,AUG-2025,202508,20250814,Naddia Bazar,2,2,96333,96333,0,0,"Thursday, August 14, 2025"
20250814_TARA SINGH,AUG-2025,202508,20250814,Tara Singh,3,2,88701,73440,1,15261,"Thursday, August 14, 2025"
20250814_LISA WONG,AUG-2025,202508,20250814,Lisa Wong,5,5,132249,132249,0,0,"Thursday, August 14, 2025"
20250814_MARCUS LEE,AUG-2025,202508,20250814,Marcus Lee,5,5,195160,195160,0,0,"Thursday, August 14, 2025"
20250814_SOFIA CRUZ,AUG-2025,202508,20250814,Sofia Cruz,2,2,69913,69913,0,0,"Thursday, August 14, 2025"
20250814_ALEXANDER DAGEN,AUG-2025,202508,20250814,Alexander Dagen,3,3,124672,124672,0,0,"Thursday, August 14, 2025"
20250814_VICTOR CHEN,AUG-2025,202508,20250814,Victor Chen,3,1,137110,61641,2,75469,"Thursday, August 14, 2025"
20250815_EVAN BAKER,AUG-2025,202508,20250815,Evan Baker,1,1,61346,61346,0,0,"Friday, August 15, 2025"
20250815_JAY HARRIS,AUG-2025,202508,20250815,Jay Harris,2,2,71115,71115,0,0,"Friday, August 15, 2025"
20250815_JENNA MARKS,AUG-2025,202508,20250815,Jenna Marks,1,1,18092,18092,0,0,"Friday, August 15, 2025"
20250815_NADDIA BAZAR,AUG-2025,202508,20250815,Naddia Bazar,5,5,156711,156711,0,0,"Friday, August 15, 2025"
20250815_TARA SINGH,AUG-2025,202508,20250815,Tara Singh,4,4,97265,97265,0,0,"Friday, August 15, 2025"
20250815_LISA WONG,AUG-2025,202508,20250815,Lisa Wong,4,1,118715,25404,3,93311,"Friday, August 15, 2025"
20250815_MARCUS LEE,AUG-2025,202508,20250815,Marcus Lee,3,2,92620,78210,1,14410,"Friday, August 15, 2025"
20250815_SOFIA CRUZ,AUG-2025,202508,20250815,Sofia Cruz,6,6,198531,198531,0,0,"Friday, August 15, 2025"
20250815_ALEXANDER DAGEN,AUG-2025,202508,20250815,Alexander Dagen,4,4,95547,95547,0,0,"Friday, August 15, 2025"
20250815_VICTOR CHEN,AUG-2025,202508,20250815,Victor Chen,2,2,83159,83159,0,0,"Friday, August 15, 2025"
20250818_EVAN BAKER,AUG-2025,202508,20250818,Evan Baker,4,4,123025,123025,0,0,"Monday, August 18, 2025"
20250818_JAY HARRIS,AUG-2025,202508,20250818,Jay Harris,3,3,94954,94954,0,0,"Monday, August 18, 2025"
20250818_JENNA MARKS,AUG-2025,202508,20250818,Jenna Marks,2,2,81735,81735,0,0,"Monday, August 18, 2025"
20250818_NADDIA BAZAR,AUG-2025,202508,20250818,Naddia Bazar,1,1,18921,18921,0,0,"Monday, August 18, 2025"
20250818_TARA SINGH,AUG-2025,202508,20250818,Tara Singh,4,4,77555,77555,0,0,"Monday, August 18, 2025"
20250818_LISA WONG,AUG-2025,202508,20250818,Lisa Wong,2,2,104752,104752,0,0,"Monday, August 18, 2025"
20250818_MARCUS LEE,AUG-2025,202508,20250818,Marcus Lee,2,2,35180,35180,0,0,"Monday, August 18, 2025"
20250818_SOFIA CRUZ,AUG-2025,202508,20250818,Sofia Cruz,5,5,186281,186281,0,0,"Monday, August 18, 2025"
20250818_ALEXANDER DAGEN,AUG-2025,202508,20250818,Alexander Dagen,4,3,161865,123801,1,38064,"Monday, August 18, 2025"
20250818_VICTOR CHEN,AUG-2025,202508,20250818,Victor Chen,1,1,54540,54540,0,0,"Monday, August 18, 2025"
20250819_EVAN BAKER,AUG-2025,202508,20250819,Evan Baker,0,0,0,0,0,0,"Tuesday, August 19, 2025"
20250819_JAY HARRIS,AUG-2025,202508,20250819,Jay Harris,1,1,64697,64697,0,0,"Tuesday, August 19, 2025"
20250819_JENNA MARKS,AUG-2025,202508,20250819,Jenna Marks,1,1,52943,52943,0,0,"Tuesday, August 19, 2025"
20250819_NADDIA BAZAR,AUG-2025,202508,20250819,Naddia Bazar,3,2,132550,82621,1,49929,"Tuesday, August 19, 2025"
20250819_TARA SINGH,AUG-2025,202508,20250819,Tara Singh,3,3,125767,125767,0,0,"Tuesday, August 19, 2025"
20250819_LISA WONG,AUG-2025,202508,20250819,Lisa Wong,5,5,210913,210913,0,0,"Tuesday, August 19, 2025"
20250819_MARCUS LEE,AUG-2025,202508,20250819,Marcus Lee,1,1,26104,26104,0,0,"Tuesday, August 19, 2025"
20250819_SOFIA CRUZ,AUG-2025,202508,20250819,Sofia Cruz,6,6,259781,259781,0,0,"Tuesday, August 19, 2025"
20250819_ALEXANDER DAGEN,AUG-2025,202508,20250819,Alexander Dagen,7,6,252076,214332,1,37744,"Tuesday, August 19, 2025"
20250819_VICTOR CHEN,AUG-2025,202508,20250819,Victor Chen,3,1,114954,36201,2,78753,"Tuesday, August 19, 2025"
20250820_EVAN BAKER,AUG-2025,202508,20250820,Evan Baker,2,2,122685,122685,0,0,"Wednesday, August 20, 2025"
20250820_JAY HARRIS,AUG-2025,202508,20250820,Jay Harris,3,3,51876,51876,0,0,"Wednesday, August 20, 2025"
20250820_JENNA MARKS,AUG-2025,202508,20250820,Jenna Marks,3,3,93813,93813,0,0,"Wednesday, August 20, 2025"
20250820_NADDIA BAZAR,AUG-2025,202508,20250820,Naddia Bazar,3,3,77917,77917,0,0,"Wednesday, August 20, 2025"
20250820_TARA SINGH,AUG-2025,202508,20250820,Tara Singh,4,4,102612,102612,0,0,"Wednesday, August 20, 2025"
20250820_LISA WONG,AUG-2025,202508,20250820,Lisa Wong,4,4,124410,124410,0,0,"Wednesday, August 20, 2025"
20250820_MARCUS LEE,AUG-2025,202508,20250820,Marcus Lee,3,3,123475,123475,0,0,"Wednesday, August 20, 2025"
20250820_SOFIA CRUZ,AUG-2025,202508,20250820,Sofia Cruz,3,3,112156,112156,0,0,"Wednesday, August 20, 2025"
20250820_ALEXANDER DAGEN,AUG-2025,202508,20250820,Alexander Dagen,3,3,143603,143603,0,0,"Wednesday, August 20, 2025"
20250820_VICTOR CHEN,AUG-2025,202508,20250820,Victor Chen,2,2,62373,62373,0,0,"Wednesday, August 20, 2025"
20250821_EVAN BAKER,AUG-2025,202508,20250821,Evan Baker,5,3,157653,92191,2,65462,"Thursday, August 21, 2025"
20250821_JAY HARRIS,AUG-2025,202508,20250821,Jay Harris,0,0,0,0,0,0,"Thursday, August 21, 2025"
20250821_JENNA MARKS,AUG-2025,202508,20250821,Jenna Marks,1,1,29712,29712,0,0,"Thursday, August 21, 2025"
20250821_NADDIA BAZAR,AUG-2025,202508,20250821,Naddia Bazar,5,4,181049,126063,1,54986,"Thursday, August 21, 2025"
20250821_TARA SINGH,AUG-2025,202508,20250821,Tara Singh,5,4,119328,103811,1,15517,"Thursday, August 21, 2025"
20250821_LISA WONG,AUG-2025,202508,20250821,Lisa Wong,1,1,15932,15932,0,0,"Thursday, August 21, 2025"
20250821_MARCUS LEE,AUG-2025,202508,20250821,Marcus Lee,2,2,46700,46700,0,0,"Thursday, August 21, 2025"
20250821_SOFIA CRUZ,AUG-2025,202508,20250821,Sofia Cruz,5,5,242847,242847,0,0,"Thursday, August 21, 2025"
20250821_ALEXANDER DAGEN,AUG-2025,202508,20250821,Alexander Dagen,1,1,16073,16073,0,0,"Thursday, August 21, 2025"
20250821_VICTOR CHEN,AUG-2025,202508,20250821,Victor Chen,3,2,142302,92609,1,49693,"Thursday, August 21, 2025"
20250822_EVAN BAKER,AUG-2025,202508,20250822,Evan Baker,1,1,27007,27007,0,0,"Friday, August 22, 2025"
20250822_JAY HARRIS,AUG-2025,202508,20250822,Jay Harris,1,1,14554,14554,0,0,"Friday, August 22, 2025"
20250822_JENNA MARKS,AUG-2025,202508,20250822,Jenna Marks,0,0,0,0,0,0,"Friday, August 22, 2025"
20250822_NADDIA BAZAR,AUG-2025,202508,20250822,Naddia Bazar,4,3,147086,129376,1,17710,"Friday, August 22, 2025"
20250822_TARA SINGH,AUG-2025,202508,20250822,Tara Singh,3,2,97752,69911,1,27841,"Friday, August 22, 2025"
20250822_LISA WONG,AUG-2025,202508,20250822,Lisa Wong,3,3,120501,120501,0,0,"Friday, August 22, 2025"
20250822_MARCUS LEE,AUG-2025,202508,20250822,Marcus Lee,3,3,72445,72445,0,0,"Friday, August 22, 2025"
20250822_SOFIA CRUZ,AUG-2025,202508,20250822,Sofia Cruz,8,8,341762,341762,0,0,"Friday, August 22, 2025"
20250822_ALEXANDER DAGEN,AUG-2025,202508,20250822,Alexander Dagen,4,4,183445,183445,0,0,"Friday, August 22, 2025"
20250822_VICTOR CHEN,AUG-2025,202508,20250822,Victor Chen,5,4,155172,142744,1,12428,"Friday, August 22, 2025"
20250825_EVAN BAKER,AUG-2025,202508,20250825,Evan Baker,3,3,90326,90326,0,0,"Monday, August 25, 2025"
20250825_JAY HARRIS,AUG-2025,202508,20250825,Jay Harris,4,3,96259,80757,1,15502,"Monday, August 25, 2025"
20250825_JENNA MARKS,AUG-2025,202508,20250825,Jenna Marks,2,1,78149,15055,1,63094,"Monday, August 25, 2025"
20250825_NADDIA BAZAR,AUG-2025,202508,20250825,Naddia Bazar,2,2,82520,82520,0,0,"Monday, August 25, 2025"
20250825_TARA SINGH,AUG-2025,202508,20250825,Tara Singh,4,4,120709,120709,0,0,"Monday, August 25, 2025"
20250825_LISA WONG,AUG-2025,202508,20250825,Lisa Wong,4,3,90944,70342,1,20602,"Monday, August 25, 2025"
20250825_MARCUS LEE,AUG-2025,202508,20250825,Marcus Lee,1,1,12716,12716,0,0,"Monday, August 25, 2025"
20250825_SOFIA CRUZ,AUG-2025,202508,20250825,Sofia Cruz,6,6,240969,240969,0,0,"Monday, August 25, 2025"
20250825_ALEXANDER DAGEN,AUG-2025,202508,20250825,Alexander Dagen,2,2,61391,61391,0,0,"Monday, August 25, 2025"
20250825_VICTOR CHEN,AUG-2025,202508,20250825,Victor Chen,2,2,28979,28979,0,0,"Monday, August 25, 2025"
20250826_EVAN BAKER,AUG-2025,202508,20250826,Evan Baker,2,1,45791,22681,1,23110,"Tuesday, August 26, 2025"
20250826_JAY HARRIS,AUG-2025,202508,20250826,Jay Harris,2,2,51472,51472,0,0,"Tuesday, August 26, 2025"
20250826_JENNA MARKS,AUG-2025,202508,20250826,Jenna Marks,0,0,0,0,0,0,"Tuesday, August 26, 2025"
20250826_NADDIA BAZAR,AUG-2025,202508,20250826,Naddia Bazar,6,6,181064,181064,0,0,"Tuesday, August 26, 2025"
20250826_TARA SINGH,AUG-2025,202508,20250826,Tara Singh,5,4,180095,121978,1,58117,"Tuesday, August 26, 2025"
20250826_LISA WONG,AUG-2025,202508,20250826,Lisa Wong,4,4,127447,127447,0,0,"Tuesday, August 26, 2025"
20250826_MARCUS LEE,AUG-2025,202508,20250826,Marcus Lee,1,1,10317,10317,0,0,"Tuesday, August 26, 2025"
20250826_SOFIA CRUZ,AUG-2025,202508,20250826,Sofia Cruz,2,2,59837,59837,0,0,"Tuesday, August 26, 2025"
20250826_ALEXANDER DAGEN,AUG-2025,202508,20250826,Alexander Dagen,6,4,161687,123942,2,37745,"Tuesday, August 26, 2025"
20250826_VICTOR CHEN,AUG-2025,202508,20250826,Victor Chen,1,1,58699,58699,0,0,"Tuesday, August 26, 2025"
20250827_EVAN BAKER,AUG-2025,202508,20250827,Evan Baker,3,2,122593,66233,1,56360,"Wednesday, August 27, 2025"
20250827_JAY HARRIS,AUG-2025,202508,20250827,Jay Harris,4,3,156664,139636,1,17028,"Wednesday, August 27, 2025"
20250827_JENNA MARKS,AUG-2025,202508,20250827,Jenna Marks,0,0,0,0,0,0,"Wednesday, August 27, 2025"
20250827_NADDIA BAZAR,AUG-2025,202508,20250827,Naddia Bazar,6,5,207460,160885,1,46575,"Wednesday, August 27, 2025"
20250827_TARA SINGH,AUG-2025,202508,20250827,Tara Singh,3,3,60133,60133,0,0,"Wednesday, August 27, 2025"
20250827_LISA WONG,AUG-2025,202508,20250827,Lisa Wong,3,3,112173,112173,0,0,"Wednesday, August 27, 2025"
20250827_MARCUS LEE,AUG-2025,202508,20250827,Marcus Lee,3,3,102071,102071,0,0,"Wednesday, August 27, 2025"
20250827_SOFIA CRUZ,AUG-2025,202508,20250827,Sofia Cruz,5,5,202246,202246,0,0,"Wednesday, August 27, 2025"
20250827_ALEXANDER DAGEN,AUG-2025,202508,20250827,Alexander Dagen,3,3,125945,125945,0,0,"Wednesday, August 27, 2025"
20250827_VICTOR CHEN,AUG-2025,202508,20250827,Victor Chen,5,5,191694,191694,0,0,"Wednesday, August 27, 2025"
20250828_EVAN BAKER,AUG-2025,202508,20250828,Evan Baker,1,0,17303,0,1,17303,"Thursday, August 28, 2025"
20250828_JAY HARRIS,AUG-2025,202508,20250828,Jay Harris,4,4,94198,94198,0,0,"Thursday, August 28, 2025"
20250828_JENNA MARKS,AUG-2025,202508,20250828,Jenna Marks,1,0,13537,0,1,13537,"Thursday, August 28, 2025"
20250828_NADDIA BAZAR,AUG-2025,202508,20250828,Naddia Bazar,3,3,65153,65153,0,0,"Thursday, August 28, 2025"
20250828_TARA SINGH,AUG-2025,202508,20250828,Tara Singh,4,4,100162,100162,0,0,"Thursday, August 28, 2025"
20250828_LISA WONG,AUG-2025,202508,20250828,Lisa Wong,4,4,111760,111760,0,0,"Thursday, August 28, 2025"
20250828_MARCUS LEE,AUG-2025,202508,20250828,Marcus Lee,3,3,153128,153128,0,0,"Thursday, August 28, 2025"
20250828_SOFIA CRUZ,AUG-2025,202508,20250828,Sofia Cruz,3,3,128912,128912,0,0,"Thursday, August 28, 2025"
20250828_ALEXANDER DAGEN,AUG-2025,202508,20250828,Alexander Dagen,1,1,42007,42007,0,0,"Thursday, August 28, 2025"
20250828_VICTOR CHEN,AUG-2025,202508,20250828,Victor Chen,2,2,56600,56600,0,0,"Thursday, August 28, 2025"
20250829_EVAN BAKER,AUG-2025,202508,20250829,Evan Baker,5,3,172118,112276,2,59842,"Friday, August 29, 2025"
20250829_JAY HARRIS,AUG-2025,202508,20250829,Jay Harris,2,2,74711,74711,0,0,"Friday, August 29, 2025"
20250829_JENNA MARKS,AUG-2025,202508,20250829,Jenna Marks,0,0,0,0,0,0,"Friday, August 29, 2025"
20250829_NADDIA BAZAR,AUG-2025,202508,20250829,Naddia Bazar,1,1,63547,63547,0,0,"Friday, August 29, 2025"
20250829_TARA SINGH,AUG-2025,202508,20250829,Tara Singh,2,1,88363,49795,1,38568,"Friday, August 29, 2025"
20250829_LISA WONG,AUG-2025,202508,20250829,Lisa Wong,3,3,94375,94375,0,0,"Friday, August 29, 2025"
20250829_MARCUS LEE,AUG-2025,202508,20250829,Marcus Lee,0,0,0,0,0,0,"Friday, August 29, 2025"
20250829_SOFIA CRUZ,AUG-2025,202508,20250829,Sofia Cruz,3,3,120072,120072,0,0,"Friday, August 29, 2025"
20250829_ALEXANDER DAGEN,AUG-2025,202508,20250829,Alexander Dagen,5,4,166351,115361,1,50990,"Friday, August 29, 2025"
20250829_VICTOR CHEN,AUG-2025,202508,20250829,Victor Chen,4,4,90286,90286,0,0,"Friday, August 29, 2025"
20250901_EVAN BAKER,SEP-2025,202509,20250901,Evan Baker,3,0,111720,0,3,111720,"Monday, September 01, 2025"
20250901_JAY HARRIS,SEP-2025,202509,20250901,Jay Harris,1,1,45379,45379,0,0,"Monday, September 01, 2025"
20250901_JENNA MARKS,SEP-2025,202509,20250901,Jenna Marks,3,3,106018,106018,0,0,"Monday, September 01, 2025"
20250901_NADDIA BAZAR,SEP-2025,202509,20250901,Naddia Bazar,2,2,66358,66358,0,0,"Monday, September 01, 2025"
20250901_TARA SINGH,SEP-2025,202509,20250901,Tara Singh,1,1,27271,27271,0,0,"Monday, September 01, 2025"
20250901_LISA WONG,SEP-2025,202509,20250901,Lisa Wong,5,4,190419,143673,1,46746,"Monday, September 01, 2025"
20250901_MARCUS LEE,SEP-2025,202509,20250901,Marcus Lee,1,1,22081,22081,0,0,"Monday, September 01, 2025"
20250901_SOFIA CRUZ,SEP-2025,202509,20250901,Sofia Cruz,4,3,140022,93836,1,46186,"Monday, September 01, 2025"
20250901_ALEXANDER DAGEN,SEP-2025,202509,20250901,Alexander Dagen,5,5,244884,244884,0,0,"Monday, September 01, 2025"
20250901_VICTOR CHEN,SEP-2025,202509,20250901,Victor Chen,2,2,91558,91558,0,0,"Monday, September 01, 2025"
20250902_EVAN BAKER,SEP-2025,202509,20250902,Evan Baker,4,4,136278,136278,0,0,"Tuesday, September 02, 2025"
20250902_JAY HARRIS,SEP-2025,202509,20250902,Jay Harris,1,1,37164,37164,0,0,"Tuesday, September 02, 2025"
20250902_JENNA MARKS,SEP-2025,202509,20250902,Jenna Marks,3,3,94892,94892,0,0,"Tuesday, September 02, 2025"
20250902_NADDIA BAZAR,SEP-2025,202509,20250902,Naddia Bazar,3,3,120797,120797,0,0,"Tuesday, September 02, 2025"
20250902_TARA SINGH,SEP-2025,202509,20250902,Tara Singh,5,5,216841,216841,0,0,"Tuesday, September 02, 2025"
